year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2018,P,Education and Training,g_100-199,Activity unit,36,COUNT
2018,P,Education and Training,g_100-199,Rolling mean employees,5001,COUNT
2018,P,Education and Training,g_100-199,Salaries and wages paid,266,DOLLARS(millions)
2018,P,Education and Training,g_100-199,"Sales, government funding, grants and subsidies",498,DOLLARS(millions)
2018,P,Education and Training,g_100-199,Total income,517,DOLLARS(millions)
2018,P,Education and Training,g_100-199,Total expenditure,505,DOLLARS(millions)
2018,P,Education and Training,g_100-199,Operating profit before tax,17,DOLLARS(millions)
2018,P,Education and Training,g_100-199,Total assets,779,DOLLARS(millions)
2018,P,Education and Training,g_100-199,Fixed tangible assets,500,DOLLARS(millions)
2018,P,Education and Training,h_200+,Activity unit,27,COUNT
2018,P,Education and Training,h_200+,Rolling mean employees,13719,COUNT
2018,P,Education and Training,h_200+,Salaries and wages paid,618,DOLLARS(millions)
2018,P,Education and Training,h_200+,"Sales, government funding, grants and subsidies",1107,DOLLARS(millions)
2018,P,Education and Training,h_200+,Total income,1214,DOLLARS(millions)
2018,P,Education and Training,h_200+,Total expenditure,1052,DOLLARS(millions)
2018,P,Education and Training,h_200+,Operating profit before tax,85,DOLLARS(millions)
2018,P,Education and Training,h_200+,Total assets,2318,DOLLARS(millions)
2018,P,Education and Training,h_200+,Fixed tangible assets,1088,DOLLARS(millions)
2018,P,Education and Training,i_Industry_Total,Activity unit,6129,COUNT
2018,P,Education and Training,i_Industry_Total,Rolling mean employees,50100,COUNT
2018,P,Education and Training,i_Industry_Total,Salaries and wages paid,2156,DOLLARS(millions)
2018,P,Education and Training,i_Industry_Total,"Sales, government funding, grants and subsidies",4194,DOLLARS(millions)
2018,P,Education and Training,i_Industry_Total,Total income,4600,DOLLARS(millions)
2018,P,Education and Training,i_Industry_Total,Total expenditure,4150,DOLLARS(millions)
2018,P,Education and Training,i_Industry_Total,Operating profit before tax,382,DOLLARS(millions)
2018,P,Education and Training,i_Industry_Total,Total assets,6001,DOLLARS(millions)
2018,P,Education and Training,i_Industry_Total,Fixed tangible assets,2847,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,a_0,Activity unit,11118,COUNT
2018,Q,Health Care and Social Assistance,a_0,Rolling mean employees,0,COUNT
2018,Q,Health Care and Social Assistance,a_0,Salaries and wages paid,628,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,a_0,"Sales, government funding, grants and subsidies",2401,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,a_0,Total income,2505,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,a_0,Total expenditure,1761,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,a_0,Operating profit before tax,716,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,a_0,Total assets,2385,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,a_0,Fixed tangible assets,1136,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,b_1-5,Activity unit,4422,COUNT
2018,Q,Health Care and Social Assistance,b_1-5,Rolling mean employees,9855,COUNT
2018,Q,Health Care and Social Assistance,b_1-5,Salaries and wages paid,764,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,b_1-5,"Sales, government funding, grants and subsidies",1886,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,b_1-5,Total income,1938,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,b_1-5,Total expenditure,1625,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,314,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,b_1-5,Total assets,1559,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,b_1-5,Fixed tangible assets,420,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,c_6-9,Activity unit,1419,COUNT
2018,Q,Health Care and Social Assistance,c_6-9,Rolling mean employees,10434,COUNT
2018,Q,Health Care and Social Assistance,c_6-9,Salaries and wages paid,391,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,c_6-9,"Sales, government funding, grants and subsidies",891,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,c_6-9,Total income,950,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,c_6-9,Total expenditure,866,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,84,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,c_6-9,Total assets,566,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,c_6-9,Fixed tangible assets,165,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,d_10-19,Activity unit,1200,COUNT
2018,Q,Health Care and Social Assistance,d_10-19,Rolling mean employees,16164,COUNT
2018,Q,Health Care and Social Assistance,d_10-19,Salaries and wages paid,727,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,d_10-19,"Sales, government funding, grants and subsidies",1508,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,d_10-19,Total income,1614,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,d_10-19,Total expenditure,1445,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,133,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,d_10-19,Total assets,2029,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,d_10-19,Fixed tangible assets,736,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,e_20-49,Activity unit,738,COUNT
2018,Q,Health Care and Social Assistance,e_20-49,Rolling mean employees,21312,COUNT
2018,Q,Health Care and Social Assistance,e_20-49,Salaries and wages paid,835,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,e_20-49,"Sales, government funding, grants and subsidies",2013,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,e_20-49,Total income,2140,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,e_20-49,Total expenditure,1913,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,232,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,e_20-49,Total assets,1613,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,e_20-49,Fixed tangible assets,603,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,f_50-99,Activity unit,258,COUNT
2018,Q,Health Care and Social Assistance,f_50-99,Rolling mean employees,18147,COUNT
2018,Q,Health Care and Social Assistance,f_50-99,Salaries and wages paid,706,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,f_50-99,"Sales, government funding, grants and subsidies",1414,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,f_50-99,Total income,1516,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,f_50-99,Total expenditure,1443,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,71,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,f_50-99,Total assets,1867,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,f_50-99,Fixed tangible assets,1115,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,g_100-199,Activity unit,138,COUNT
2018,Q,Health Care and Social Assistance,g_100-199,Rolling mean employees,18768,COUNT
2018,Q,Health Care and Social Assistance,g_100-199,Salaries and wages paid,729,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,g_100-199,"Sales, government funding, grants and subsidies",2231,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,g_100-199,Total income,2474,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,g_100-199,Total expenditure,2090,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,213,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,g_100-199,Total assets,5947,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,g_100-199,Fixed tangible assets,1775,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,h_200+,Activity unit,75,COUNT
2018,Q,Health Care and Social Assistance,h_200+,Rolling mean employees,61686,COUNT
2018,Q,Health Care and Social Assistance,h_200+,Salaries and wages paid,2502,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,h_200+,"Sales, government funding, grants and subsidies",4354,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,h_200+,Total income,4516,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,h_200+,Total expenditure,4277,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,324,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,h_200+,Total assets,5761,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,h_200+,Fixed tangible assets,2392,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,i_Industry_Total,Activity unit,19368,COUNT
2018,Q,Health Care and Social Assistance,i_Industry_Total,Rolling mean employees,156369,COUNT
2018,Q,Health Care and Social Assistance,i_Industry_Total,Salaries and wages paid,7282,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,i_Industry_Total,"Sales, government funding, grants and subsidies",16697,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,i_Industry_Total,Total income,17652,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,i_Industry_Total,Total expenditure,15420,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,2089,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,i_Industry_Total,Total assets,21728,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,i_Industry_Total,Fixed tangible assets,8343,DOLLARS(millions)
2018,R,Arts and Recreation Services,a_0,Activity unit,6417,COUNT
2018,R,Arts and Recreation Services,a_0,Rolling mean employees,0,COUNT
2018,R,Arts and Recreation Services,a_0,Salaries and wages paid,109,DOLLARS(millions)
2018,R,Arts and Recreation Services,a_0,"Sales, government funding, grants and subsidies",827,DOLLARS(millions)
2018,R,Arts and Recreation Services,a_0,Total income,946,DOLLARS(millions)
2018,R,Arts and Recreation Services,a_0,Total expenditure,770,DOLLARS(millions)
2018,R,Arts and Recreation Services,a_0,Operating profit before tax,159,DOLLARS(millions)
2018,R,Arts and Recreation Services,a_0,Total assets,1537,DOLLARS(millions)
2018,R,Arts and Recreation Services,a_0,Fixed tangible assets,939,DOLLARS(millions)
2018,R,Arts and Recreation Services,b_1-5,Activity unit,2460,COUNT
2018,R,Arts and Recreation Services,b_1-5,Rolling mean employees,4935,COUNT
2018,R,Arts and Recreation Services,b_1-5,Salaries and wages paid,167,DOLLARS(millions)
2018,R,Arts and Recreation Services,b_1-5,"Sales, government funding, grants and subsidies",619,DOLLARS(millions)
2018,R,Arts and Recreation Services,b_1-5,Total income,779,DOLLARS(millions)
2018,R,Arts and Recreation Services,b_1-5,Total expenditure,721,DOLLARS(millions)
2018,R,Arts and Recreation Services,b_1-5,Operating profit before tax,40,DOLLARS(millions)
2018,R,Arts and Recreation Services,b_1-5,Total assets,1304,DOLLARS(millions)
2018,R,Arts and Recreation Services,b_1-5,Fixed tangible assets,803,DOLLARS(millions)
2018,R,Arts and Recreation Services,c_6-9,Activity unit,333,COUNT
2018,R,Arts and Recreation Services,c_6-9,Rolling mean employees,2424,COUNT
2018,R,Arts and Recreation Services,c_6-9,Salaries and wages paid,67,DOLLARS(millions)
2018,R,Arts and Recreation Services,c_6-9,"Sales, government funding, grants and subsidies",300,DOLLARS(millions)
2018,R,Arts and Recreation Services,c_6-9,Total income,337,DOLLARS(millions)
2018,R,Arts and Recreation Services,c_6-9,Total expenditure,324,DOLLARS(millions)
2018,R,Arts and Recreation Services,c_6-9,Operating profit before tax,13,DOLLARS(millions)
2018,R,Arts and Recreation Services,c_6-9,Total assets,369,DOLLARS(millions)
2018,R,Arts and Recreation Services,c_6-9,Fixed tangible assets,257,DOLLARS(millions)
2018,R,Arts and Recreation Services,d_10-19,Activity unit,354,COUNT
2018,R,Arts and Recreation Services,d_10-19,Rolling mean employees,4776,COUNT
2018,R,Arts and Recreation Services,d_10-19,Salaries and wages paid,165,DOLLARS(millions)
2018,R,Arts and Recreation Services,d_10-19,"Sales, government funding, grants and subsidies",419,DOLLARS(millions)
2018,R,Arts and Recreation Services,d_10-19,Total income,538,DOLLARS(millions)
2018,R,Arts and Recreation Services,d_10-19,Total expenditure,505,DOLLARS(millions)
2018,R,Arts and Recreation Services,d_10-19,Operating profit before tax,34,DOLLARS(millions)
2018,R,Arts and Recreation Services,d_10-19,Total assets,729,DOLLARS(millions)
2018,R,Arts and Recreation Services,d_10-19,Fixed tangible assets,480,DOLLARS(millions)
2018,R,Arts and Recreation Services,e_20-49,Activity unit,222,COUNT
2018,R,Arts and Recreation Services,e_20-49,Rolling mean employees,6651,COUNT
2018,R,Arts and Recreation Services,e_20-49,Salaries and wages paid,237,DOLLARS(millions)
2018,R,Arts and Recreation Services,e_20-49,"Sales, government funding, grants and subsidies",768,DOLLARS(millions)
2018,R,Arts and Recreation Services,e_20-49,Total income,993,DOLLARS(millions)
2018,R,Arts and Recreation Services,e_20-49,Total expenditure,987,DOLLARS(millions)
2018,R,Arts and Recreation Services,e_20-49,Operating profit before tax,C,DOLLARS(millions)
2018,R,Arts and Recreation Services,e_20-49,Total assets,1995,DOLLARS(millions)
2018,R,Arts and Recreation Services,e_20-49,Fixed tangible assets,1587,DOLLARS(millions)
2018,R,Arts and Recreation Services,f_50-99,Activity unit,51,COUNT
2018,R,Arts and Recreation Services,f_50-99,Rolling mean employees,3369,COUNT
2018,R,Arts and Recreation Services,f_50-99,Salaries and wages paid,109,DOLLARS(millions)
2018,R,Arts and Recreation Services,f_50-99,"Sales, government funding, grants and subsidies",343,DOLLARS(millions)
2018,R,Arts and Recreation Services,f_50-99,Total income,414,DOLLARS(millions)
2018,R,Arts and Recreation Services,f_50-99,Total expenditure,388,DOLLARS(millions)
2018,R,Arts and Recreation Services,f_50-99,Operating profit before tax,23,DOLLARS(millions)
2018,R,Arts and Recreation Services,f_50-99,Total assets,969,DOLLARS(millions)
2018,R,Arts and Recreation Services,f_50-99,Fixed tangible assets,555,DOLLARS(millions)
2018,R,Arts and Recreation Services,g_100-199,Activity unit,18,COUNT
2018,R,Arts and Recreation Services,g_100-199,Rolling mean employees,2085,COUNT
2018,R,Arts and Recreation Services,g_100-199,Salaries and wages paid,81,DOLLARS(millions)
2018,R,Arts and Recreation Services,g_100-199,"Sales, government funding, grants and subsidies",718,DOLLARS(millions)
2018,R,Arts and Recreation Services,g_100-199,Total income,745,DOLLARS(millions)
2018,R,Arts and Recreation Services,g_100-199,Total expenditure,444,DOLLARS(millions)
2018,R,Arts and Recreation Services,g_100-199,Operating profit before tax,C,DOLLARS(millions)
2018,R,Arts and Recreation Services,g_100-199,Total assets,361,DOLLARS(millions)
2018,R,Arts and Recreation Services,g_100-199,Fixed tangible assets,107,DOLLARS(millions)
2018,R,Arts and Recreation Services,h_200+,Activity unit,15,COUNT
2018,R,Arts and Recreation Services,h_200+,Rolling mean employees,10257,COUNT
2018,R,Arts and Recreation Services,h_200+,Salaries and wages paid,479,DOLLARS(millions)
2018,R,Arts and Recreation Services,h_200+,"Sales, government funding, grants and subsidies",3643,DOLLARS(millions)
2018,R,Arts and Recreation Services,h_200+,Total income,3802,DOLLARS(millions)
2018,R,Arts and Recreation Services,h_200+,Total expenditure,3387,DOLLARS(millions)
2018,R,Arts and Recreation Services,h_200+,Operating profit before tax,427,DOLLARS(millions)
2018,R,Arts and Recreation Services,h_200+,Total assets,3592,DOLLARS(millions)
2018,R,Arts and Recreation Services,h_200+,Fixed tangible assets,2625,DOLLARS(millions)
2018,R,Arts and Recreation Services,i_Industry_Total,Activity unit,9870,COUNT
2018,R,Arts and Recreation Services,i_Industry_Total,Rolling mean employees,34494,COUNT
2018,R,Arts and Recreation Services,i_Industry_Total,Salaries and wages paid,1414,DOLLARS(millions)
2018,R,Arts and Recreation Services,i_Industry_Total,"Sales, government funding, grants and subsidies",7636,DOLLARS(millions)
2018,R,Arts and Recreation Services,i_Industry_Total,Total income,8554,DOLLARS(millions)
2018,R,Arts and Recreation Services,i_Industry_Total,Total expenditure,7526,DOLLARS(millions)
2018,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,1004,DOLLARS(millions)
2018,R,Arts and Recreation Services,i_Industry_Total,Total assets,10857,DOLLARS(millions)
2018,R,Arts and Recreation Services,i_Industry_Total,Fixed tangible assets,7353,DOLLARS(millions)
2018,S,Other Services,a_0,Activity unit,9894,COUNT
2018,S,Other Services,a_0,Rolling mean employees,0,COUNT
2018,S,Other Services,a_0,Salaries and wages paid,226,DOLLARS(millions)
2018,S,Other Services,a_0,"Sales, government funding, grants and subsidies",1272,DOLLARS(millions)
2018,S,Other Services,a_0,Total income,1538,DOLLARS(millions)
2018,S,Other Services,a_0,Total expenditure,1252,DOLLARS(millions)
2018,S,Other Services,a_0,Operating profit before tax,251,DOLLARS(millions)
2018,S,Other Services,a_0,Total assets,2986,DOLLARS(millions)
2018,S,Other Services,a_0,Fixed tangible assets,1235,DOLLARS(millions)
2018,S,Other Services,b_1-5,Activity unit,9246,COUNT
2018,S,Other Services,b_1-5,Rolling mean employees,21129,COUNT
2018,S,Other Services,b_1-5,Salaries and wages paid,967,DOLLARS(millions)
2018,S,Other Services,b_1-5,"Sales, government funding, grants and subsidies",2856,DOLLARS(millions)
2018,S,Other Services,b_1-5,Total income,3142,DOLLARS(millions)
2018,S,Other Services,b_1-5,Total expenditure,2823,DOLLARS(millions)
2018,S,Other Services,b_1-5,Operating profit before tax,262,DOLLARS(millions)
2018,S,Other Services,b_1-5,Total assets,3544,DOLLARS(millions)
2018,S,Other Services,b_1-5,Fixed tangible assets,1064,DOLLARS(millions)
2018,S,Other Services,c_6-9,Activity unit,1674,COUNT
2018,S,Other Services,c_6-9,Rolling mean employees,11784,COUNT
2018,S,Other Services,c_6-9,Salaries and wages paid,514,DOLLARS(millions)
2018,S,Other Services,c_6-9,"Sales, government funding, grants and subsidies",1517,DOLLARS(millions)
2018,S,Other Services,c_6-9,Total income,1602,DOLLARS(millions)
2018,S,Other Services,c_6-9,Total expenditure,1454,DOLLARS(millions)
2018,S,Other Services,c_6-9,Operating profit before tax,145,DOLLARS(millions)
2018,S,Other Services,c_6-9,Total assets,1445,DOLLARS(millions)
2018,S,Other Services,c_6-9,Fixed tangible assets,232,DOLLARS(millions)
2018,S,Other Services,d_10-19,Activity unit,891,COUNT
2018,S,Other Services,d_10-19,Rolling mean employees,11631,COUNT
2018,S,Other Services,d_10-19,Salaries and wages paid,531,DOLLARS(millions)
2018,S,Other Services,d_10-19,"Sales, government funding, grants and subsidies",1567,DOLLARS(millions)
2018,S,Other Services,d_10-19,Total income,1730,DOLLARS(millions)
2018,S,Other Services,d_10-19,Total expenditure,1549,DOLLARS(millions)
2018,S,Other Services,d_10-19,Operating profit before tax,143,DOLLARS(millions)
2018,S,Other Services,d_10-19,Total assets,1863,DOLLARS(millions)
2018,S,Other Services,d_10-19,Fixed tangible assets,535,DOLLARS(millions)
2018,S,Other Services,e_20-49,Activity unit,309,COUNT
2018,S,Other Services,e_20-49,Rolling mean employees,8676,COUNT
2018,S,Other Services,e_20-49,Salaries and wages paid,408,DOLLARS(millions)
2018,S,Other Services,e_20-49,"Sales, government funding, grants and subsidies",1231,DOLLARS(millions)
2018,S,Other Services,e_20-49,Total income,1486,DOLLARS(millions)
2018,S,Other Services,e_20-49,Total expenditure,1351,DOLLARS(millions)
2018,S,Other Services,e_20-49,Operating profit before tax,33,DOLLARS(millions)
2018,S,Other Services,e_20-49,Total assets,3235,DOLLARS(millions)
2018,S,Other Services,e_20-49,Fixed tangible assets,430,DOLLARS(millions)
